id,name,category,lat,lon,state,source,metadata_json
mil_00000000-0000-0000-0000-000000000000,Joint Base Anacostia-Bolling,military_base,38.85156500,-77.01586000,DC,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""JOINT BASE ANACOSTIA-BOLLING"",""matched_frs_registry_id"":""110071067751""}"
mil_68e623ef-da4a-45df-89f7-70f7a4336f4b,Joint Base Elmendorf-Richardson,military_base,61.26968400,-149.76287800,AK,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""JOINT BASE ELMENDORF-RICHARDSON"",""matched_frs_registry_id"":""110060333928""}"
mil_474ea3b8-9ddc-4adf-892b-c17634aaa220,Joint Base Lewis-McChord,military_base,47.09019600,-122.60985700,WA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""JOINT BASE LEWIS MCCHORD"",""matched_frs_registry_id"":""110070745602""}"
mil_7e9feba9-bb9c-4618-8d59-8f2a358eed05,Joint Base McGuire-Dix-Lakehurst,military_base,40.01805600,-74.59361100,NJ,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""JOINT BASE MCGUIRE-DIX-LAKEHURST"",""matched_frs_registry_id"":""110032902009""}"
mil_ca575806-c68a-45cc-ad65-9ce6b8996403,Joint Base Pearl Harbor-Hickam,military_base,21.35031600,-157.95579100,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usn"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""JOINT BASE PEARL HARBOR-HICKAM"",""matched_frs_registry_id"":""110027175624""}"
mil_8c504252-e056-4a4f-a90e-06e9736fe49d,Aberdeen Proving Ground,military_base,39.48120600,-76.13644800,MD,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""ABERDEEN PROVING GROUND"",""matched_frs_registry_id"":""110071164702""}"
mil_4492525c-3c1f-4330-8273-68bb20ab2cf6,Altus Air Force Base,military_base,34.66039700,-99.28445400,OK,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""ALTUS AIR FORCE BASE"",""matched_frs_registry_id"":""110042090082""}"
mil_8b3e497b-2828-49bc-a61e-982e8416b74b,Goodfellow Air Force Base,military_base,31.43190000,-100.41080000,TX,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""GOODFELLOW AIR FORCE BASE"",""matched_frs_registry_id"":""110033815147""}"
mil_ed479e64-4b79-457e-b7c1-43e2c852f00a,Beale Air Force Base,military_base,39.08916700,-121.42444400,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""BEALE AIR FORCE BASE"",""matched_frs_registry_id"":""110000781592""}"
mil_b71d81cb-836b-4ac9-ad4d-87bb85c9cc38,Creech Air Force Base,military_base,36.57812000,-115.66733000,NV,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""CREECH AIR FORCE BASE"",""matched_frs_registry_id"":""110058903931""}"
mil_e87e33e9-c7c4-4de8-8ebb-d5c3f4baa36b,Edwards Air Force Base,military_base,34.90604400,-117.88250800,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""EDWARDS AIR FORCE BASE"",""matched_frs_registry_id"":""110033616120""}"
mil_53dee22c-1fb9-4fa0-b8c1-5b140d38f2e7,Eielson Air Force Base,military_base,64.66886300,-147.08774200,AK,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""EIELSON AIR FORCE BASE"",""matched_frs_registry_id"":""110041255003""}"
mil_9b1e46ad-f05e-417b-ab34-298cd5ff7198,Fort Drum,military_base,44.22915700,-75.55294600,NY,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""FORT DRUM - US MILITARY"",""matched_frs_registry_id"":""110019723879""}"
mil_4d1c3e8e-fe37-4e4b-a3bf-64d8e5c9b4a7,Shaw Air Force Base,military_base,33.96171600,-80.46931200,SC,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""SHAW AIR FORCE BASE"",""matched_frs_registry_id"":""110042348518""}"
mil_1518ed87-bcba-40c2-9445-0bedd2438d33,Luke AFB,military_base,33.53947900,-112.36500000,AZ,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""LUKE AFB"",""matched_frs_registry_id"":""110039438061""}"
mil_d125b3b1-e29d-4c81-9f71-25f7547a1524,Marine Corps Base Camp Lejeune,military_base,34.67092100,-77.34860400,NC,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usmc"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""US MARINE CORPS BASE CAMP LEJEUNE"",""matched_frs_registry_id"":""110043790216""}"
mil_72cb78ff-fd4f-4fef-92cd-b1d9e94b81a3,Nellis Air Force Base,military_base,36.09240000,-115.06443000,NV,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""NELLIS AIR FORCE BASE"",""matched_frs_registry_id"":""110022501256""}"
mil_48d0b3a2-b551-4992-8ca9-dc871b8dbc80,Nevada Test and Training Range,military_base,34.92566000,-117.89794000,NV,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""NEVADA TEST AND TRAINING RANGE"",""matched_frs_registry_id"":""110059857999""}"
mil_9686f3e8-eff0-4702-aca4-bc2401bfe26b,Picatinny Arsenal,military_base,40.94159900,-74.56058700,NJ,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""PICATINNY ARSENAL"",""matched_frs_registry_id"":""110070214066""}"
mil_01768caa-6363-499a-8860-a9bdaaf2c55e,Rock Island Arsenal,military_base,41.51811500,-90.54011400,IL,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""ROCK ISLAND ARSENAL"",""matched_frs_registry_id"":""110043808993""}"
mil_cc07cdc2-ce7c-4c73-ad72-9c85e72d0008,Travis Air Force Base,military_base,38.26445000,-121.93320000,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""TRAVIS AIR FORCE BASE"",""matched_frs_registry_id"":""110034137850""}"
mil_1ccdea73-29c7-4746-a726-03c01c467538,Cannon Air Force Base,military_base,34.39240000,-103.32857000,NM,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""CANNON AIR FORCE BASE"",""matched_frs_registry_id"":""110042049262""}"
mil_554c1fec-ff19-4c84-bdb4-1e514c799272,Chocolate Mountain Aerial Gunnery Range,military_base,33.24180000,-115.49454000,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usmc"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""CHOCOLATE MOUNTAIN AERIAL GUNNERY RANGE"",""matched_frs_registry_id"":""110066168998""}"
mil_fb1db2701b9bf1d8,Fort Greely,military_base,63.97767600,-145.74434000,AK,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""FT. GREELY"",""matched_frs_registry_id"":""110071426723""}"
mil_f1347aa6e5e7e29a,Fort Leavenworth,military_base,39.33143000,-94.91710000,KS,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT LEAVENWORTH"",""matched_frs_registry_id"":""110071662524""}"
mil_88bd2ec45e4e4e5b,Fort Wingate Depot Activity,military_base,35.47281600,-108.60044900,NM,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""FORT WINGATE DEPOT ACTIVITY"",""matched_frs_registry_id"":""110001141345""}"
mil_1987a55f2ffb0b5c,Hunter Army Airfield,military_base,31.85638800,-81.61611100,GA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""HUNTER ARMY AIRFIELD"",""matched_frs_registry_id"":""110000788504""}"
mil_7c6c6120-7c7e-4a64-9574-f111afc697b1,Joint Base Charleston,military_base,32.89486000,-80.06849000,SC,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""JOINT BASE CHARLESTON"",""matched_frs_registry_id"":""110071860996""}"
mil_79c36d5f-ef79-477d-b4e7-999821a8abe8,Joint Base Langley-Eustis,military_base,37.12127400,-76.60227400,VA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""JOINT BASE LANGLEY EUSTIS"",""matched_frs_registry_id"":""110000585395""}"
mil_b0553ebc-114f-4cdc-b2b4-67ef52107935,Kirtland Air Force Base,military_base,35.20476700,-106.76572000,NM,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""KIRTLAND AIR FORCE BASE"",""matched_frs_registry_id"":""110015742758""}"
mil_36f00f07-deb4-4a00-911e-6737dcab30fc,Marine Corps Air Station Miramar,military_base,32.88223600,-117.14425200,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usmc"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""US MARINE CORPS AIR STATION MIRAMAR"",""matched_frs_registry_id"":""110002625954""}"
mil_39495eb3-d12c-464d-ac1e-0d74b62d7549,Marine Corps Base Camp Pendleton,military_base,33.20972100,-117.39440200,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usmc"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""MARINE CORPS CAMP PENDLETON"",""matched_frs_registry_id"":""110044871494""}"
mil_a63b65eb-1e95-40f1-b8a0-b99436d5f874,Marine Corps Base Hawaii,military_base,21.43863900,-157.75847200,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usmc"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""US MARINE CORPS BASE HAWAII"",""matched_frs_registry_id"":""110041973460""}"
mil_0f804688-c193-4542-84fc-ec2529b892f1,Marine Corps Base Quantico,military_base,38.51728900,-77.30155900,VA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usmc"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""MARINE CORPS BASE QUANTICO"",""matched_frs_registry_id"":""110071819626""}"
mil_bc247b7d-dbc5-40e8-b439-9c5bb49f45d2,Marine Corps Logistics Base Barstow,military_base,34.87120200,-116.95004900,CA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usmc"",""coord_match_method"":""frs_state_name_canonical"",""matched_frs_name"":""US MARINE CORPS LOGISTICS BASE BARSTOW"",""matched_frs_registry_id"":""110070089130""}"
mil_bb439f5b-bdfb-42f6-853b-186bc76c6963,Townsend Bombing Range,military_base,31.55666000,-81.56944000,GA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usmc"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""TOWNSEND BOMBING RANGE"",""matched_frs_registry_id"":""110021348905""}"
mil_887e51cf3eabab70,Watervliet Arsenal,military_base,42.72093000,-73.70692000,NY,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""WATERVLIET ARSENAL"",""matched_frs_registry_id"":""110070333353""}"
mil_ff36dda6d8fd94bc,Wheeler Army Airfield,military_base,21.47636600,-158.09857000,HI,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usa"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""WHEELER ARMY AIRFIELD"",""matched_frs_registry_id"":""110020686211""}"
mil_006637e8-5b0d-48a1-9b11-acc4c1247ab0,Patriot Golf Course,military_base,42.41197000,-71.10744000,MA,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usaf"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""PATRIOT GOLF COURSE"",""matched_frs_registry_id"":""110017619362""}"
mil_9f069e858038e8e4,Elmer E Fryar USARC,military_base,39.71834300,-104.98777800,CO,BTS_MIL_BASES,"{""site_operational_status"":""act"",""reporting_component"":""usar"",""coord_match_method"":""frs_state_name_exact"",""matched_frs_name"":""ELMER E. FRYAR USARC"",""matched_frs_registry_id"":""110071070098""}"
